"","districtnum","districtname","population","affil","familyname","firstname","middlename","provcode","province","gender"
"1351",47012,"Saskatoon West",76704,"New Democratic Party","Benson","Sheri",NA,"47","Saskatchewan","Female"
"1352",47012,"Saskatoon West",76704,"Conservative Party of Canada","Donauer","Randy",NA,"47","Saskatchewan","Male"
"1353",47012,"Saskatoon West",76704,"Libertarian Party of Canada","Hart","Bronek",NA,"47","Saskatchewan","Male"
"1354",47012,"Saskatoon West",76704,"Green Party of Canada","Mitchell","Lois","Carol","47","Saskatchewan","Female"
"1355",47012,"Saskatoon West",76704,"Canada Party","Pankiw","Jim",NA,"47","Saskatchewan","Male"
"1356",47013,"Souris--Moose Mountain",72058,"Liberal Party of Canada","Bebbington","Steven",NA,"47","Saskatchewan","Male"
"1357",47013,"Souris--Moose Mountain",72058,"Green Party of Canada","Deptuck","Bob",NA,"47","Saskatchewan","Male"
"1358",47013,"Souris--Moose Mountain",72058,"Conservative Party of Canada","Kitchen","Robert","Gordon","47","Saskatchewan","Male"
"1359",47013,"Souris--Moose Mountain",72058,"New Democratic Party","O'Dell","Vicky",NA,"47","Saskatchewan","Female"
"1360",47014,"Yorkton--Melville",71270,"Green Party of Canada","Hughes","Elaine","Marie","47","Saskatchewan","Female"
"1361",47014,"Yorkton--Melville",71270,"Liberal Party of Canada","Malinoski","Brooke","Taylor","47","Saskatchewan","Female"
"1362",47014,"Yorkton--Melville",71270,"New Democratic Party","Ottenbreit","Doug",NA,"47","Saskatchewan","Male"
"1363",47014,"Yorkton--Melville",71270,"Conservative Party of Canada","Wagantall","Cathay",NA,"47","Saskatchewan","Female"
"1364",48001,"Banff--Airdrie",105442,"New Democratic Party","Boissonneault","Joanne",NA,"48","Alberta","Female"
"1365",48001,"Banff--Airdrie",105442,"Green Party of Canada","MacDonald","Mike",NA,"48","Alberta","Male"
"1366",48001,"Banff--Airdrie",105442,"Liberal Party of Canada","Raynolds","Marlo",NA,"48","Alberta","Female"
"1367",48001,"Banff--Airdrie",105442,"Conservative Party of Canada","Richards","Blake",NA,"48","Alberta","Male"
"1368",48002,"Battle River--Crowfoot",107140,"Green Party of Canada","Kelly","Gary",NA,"48","Alberta","Male"
"1369",48002,"Battle River--Crowfoot",107140,"Liberal Party of Canada","Kowalski","Andy",NA,"48","Alberta","Male"
"1370",48002,"Battle River--Crowfoot",107140,"Conservative Party of Canada","Sorenson","Kevin",NA,"48","Alberta","Male"
"1371",48002,"Battle River--Crowfoot",107140,"New Democratic Party","Swampy","Katherine",NA,"48","Alberta","Female"
"1372",48003,"Bow River",103871,"Liberal Party of Canada","Alexander","William","MacDonald","48","Alberta","Male"
"1373",48003,"Bow River",103871,"Green Party of Canada","Fromholt","Rita","Ann","48","Alberta","Female"
"1374",48003,"Bow River",103871,"Democratic Advancement Party of Canada","Khalid","Fahed",NA,"48","Alberta","Male"
"1375",48003,"Bow River",103871,"Independent","Kucy","Andrew",NA,"48","Alberta","Male"
"1376",48003,"Bow River",103871,"New Democratic Party","MacWilliam","Lynn",NA,"48","Alberta","Female"
"1377",48003,"Bow River",103871,"Conservative Party of Canada","Shields","Martin",NA,"48","Alberta","Male"
"1378",48003,"Bow River",103871,"Christian Heritage Party of Canada","VandeStroet","Frans",NA,"48","Alberta","Male"
"1379",48004,"Calgary Centre",108931,"Green Party of Canada","Boonlert","Thana",NA,"48","Alberta","Female"
"1380",48004,"Calgary Centre",108931,"Conservative Party of Canada","Crockatt","Joan",NA,"48","Alberta","Female"
"1381",48004,"Calgary Centre",108931,"Liberal Party of Canada","Hehr","Kent",NA,"48","Alberta","Male"
"1382",48004,"Calgary Centre",108931,"Independent","Henderson","Yogi",NA,"48","Alberta","Male"
"1383",48004,"Calgary Centre",108931,"New Democratic Party","Ratti","Jillian",NA,"48","Alberta","Female"
"1384",48005,"Calgary Confederation",111785,"Liberal Party of Canada","Grant","Matt",NA,"48","Alberta","Male"
"1385",48005,"Calgary Confederation",111785,"New Democratic Party","Heuser","Kirk",NA,"48","Alberta","Male"
"1386",48005,"Calgary Confederation",111785,"Marxist-Leninist Party of Canada","Hunter","Kevan",NA,"48","Alberta","Male"
"1387",48005,"Calgary Confederation",111785,"Green Party of Canada","Odd","Natalie",NA,"48","Alberta","Female"
"1388",48005,"Calgary Confederation",111785,"Conservative Party of Canada","Webber","Len",NA,"48","Alberta","Male"
"1389",48006,"Calgary Forest Lawn",108251,"Libertarian Party of Canada","Badura","Matt",NA,"48","Alberta","Male"
"1390",48006,"Calgary Forest Lawn",108251,"Communist Party of Canada","Devine","Jason",NA,"48","Alberta","Male"
"1391",48006,"Calgary Forest Lawn",108251,"Green Party of Canada","Hansell","Judson",NA,"48","Alberta","Male"
"1392",48006,"Calgary Forest Lawn",108251,"Conservative Party of Canada","Obhrai","Deepak",NA,"48","Alberta","Male"
"1393",48006,"Calgary Forest Lawn",108251,"New Democratic Party","Souraya","Abdou",NA,"48","Alberta","Male"
"1394",48006,"Calgary Forest Lawn",108251,"Liberal Party of Canada","Stewart","Cam",NA,"48","Alberta","Male"
"1395",48006,"Calgary Forest Lawn",108251,"Democratic Advancement Party of Canada","Veress","Max",NA,"48","Alberta","Male"
"1396",48007,"Calgary Heritage",108320,"Green Party of Canada","Christie","Kelly",NA,"48","Alberta","Female"
"1397",48007,"Calgary Heritage",108320,"Independent","Duchastel de Montrouge","Nicolas",NA,"48","Alberta","Male"
"1398",48007,"Calgary Heritage",108320,"Conservative Party of Canada","Harper","Stephen","J.","48","Alberta","Male"
"1399",48007,"Calgary Heritage",108320,"Independent","Heather","Larry","R.","48","Alberta","Male"
"1400",48007,"Calgary Heritage",108320,"New Democratic Party","Masters Burgener","Matt",NA,"48","Alberta","Male"
"1401",48007,"Calgary Heritage",108320,"Liberal Party of Canada","Miles","Brendan",NA,"48","Alberta","Male"
"1402",48007,"Calgary Heritage",108320,"Libertarian Party of Canada","Paolasini","Steven",NA,"48","Alberta","Male"
"1403",48007,"Calgary Heritage",108320,"Independent","Zepik","Korry",NA,"48","Alberta","Male"
"1404",48008,"Calgary Midnapore",111227,"Marxist-Leninist Party of Canada","Askin","Peggy",NA,"48","Alberta","Female"
"1405",48008,"Calgary Midnapore",111227,"Liberal Party of Canada","Brown","Haley",NA,"48","Alberta","Female"
"1406",48008,"Calgary Midnapore",111227,"Conservative Party of Canada","Kenney","Jason",NA,"48","Alberta","Male"
"1407",48008,"Calgary Midnapore",111227,"Green Party of Canada","Wauters","Brennan",NA,"48","Alberta","Male"
"1408",48008,"Calgary Midnapore",111227,"New Democratic Party","Weston","Laura",NA,"48","Alberta","Female"
"1409",48009,"Calgary Nose Hill",109286,"Democratic Advancement Party of Canada","Butt","Faizan",NA,"48","Alberta","Male"
"1410",48009,"Calgary Nose Hill",109286,"Libertarian Party of Canada","Gao","Edward",NA,"48","Alberta","Male"
"1411",48009,"Calgary Nose Hill",109286,"New Democratic Party","Kaufman","Bruce",NA,"48","Alberta","Male"
"1412",48009,"Calgary Nose Hill",109286,"Liberal Party of Canada","Prcic","Robert",NA,"48","Alberta","Male"
"1413",48009,"Calgary Nose Hill",109286,"Conservative Party of Canada","Rempel","Michelle",NA,"48","Alberta","Female"
"1414",48009,"Calgary Nose Hill",109286,"Green Party of Canada","Scheer","Laurie",NA,"48","Alberta","Female"
"1415",48010,"Calgary Rocky Ridge",108901,"Conservative Party of Canada","Kelly","Pat",NA,"48","Alberta","Female"
"1416",48010,"Calgary Rocky Ridge",108901,"New Democratic Party","Kot","Stephanie",NA,"48","Alberta","Female"
"1417",48010,"Calgary Rocky Ridge",108901,"Liberal Party of Canada","Naidoo","Nirmala",NA,"48","Alberta","Female"
"1418",48010,"Calgary Rocky Ridge",108901,"Green Party of Canada","Wright","Catriona",NA,"48","Alberta","Female"
"1419",48011,"Calgary Shepard",110296,"New Democratic Party","Allard","Dany",NA,"48","Alberta","Male"
"1420",48011,"Calgary Shepard",110296,"Liberal Party of Canada","James","Jerome",NA,"48","Alberta","Male"
"1421",48011,"Calgary Shepard",110296,"Conservative Party of Canada","Kmiec","Tom",NA,"48","Alberta","Male"
"1422",48011,"Calgary Shepard",110296,"Green Party of Canada","MacKenzie","Graham",NA,"48","Alberta","Male"
"1423",48012,"Calgary Signal Hill",109647,"New Democratic Party","Ahmed","Khalis",NA,"48","Alberta","Female"
"1424",48012,"Calgary Signal Hill",109647,"Liberal Party of Canada","Cundal","Kerry",NA,"48","Alberta","Female"
"1425",48012,"Calgary Signal Hill",109647,"Green Party of Canada","Knorren","Taryn",NA,"48","Alberta","Female"
"1426",48012,"Calgary Signal Hill",109647,"Conservative Party of Canada","Liepert","Ron",NA,"48","Alberta","Male"
"1427",48012,"Calgary Signal Hill",109647,"Libertarian Party of Canada","Moen","Tim",NA,"48","Alberta","Male"
"1428",48012,"Calgary Signal Hill",109647,"Christian Heritage Party of Canada","Rau","Jesse",NA,"48","Alberta","Male"
"1429",48013,"Calgary Skyview",110189,"Marxist-Leninist Party of Canada","Blanchard","Daniel",NA,"48","Alberta","Male"
"1430",48013,"Calgary Skyview",110189,"Progressive Canadian Party","Butt","Najeeb",NA,"48","Alberta","Male"
"1431",48013,"Calgary Skyview",110189,"Democratic Advancement Party of Canada","Garvey","Stephen",NA,"48","Alberta","Male"
"1432",48013,"Calgary Skyview",110189,"Liberal Party of Canada","Kang","Darshan","Singh","48","Alberta","Male"
"1433",48013,"Calgary Skyview",110189,"Green Party of Canada","Reddy","Ed",NA,"48","Alberta","Male"
"1434",48013,"Calgary Skyview",110189,"Conservative Party of Canada","Shory","Devinder",NA,"48","Alberta","Male"
"1435",48013,"Calgary Skyview",110189,"New Democratic Party","Singh","Sahajvir",NA,"48","Alberta","Male"
"1436",48013,"Calgary Skyview",110189,"Independent","Young","Joseph",NA,"48","Alberta","Male"
"1437",48014,"Edmonton Centre",106121,"Liberal Party of Canada","Boissonnault","Randy",NA,"48","Alberta","Male"
"1438",48014,"Edmonton Centre",106121,"Conservative Party of Canada","Cumming","James",NA,"48","Alberta","Male"
"1439",48014,"Edmonton Centre",106121,"New Democratic Party","McGowan","Gil",NA,"48","Alberta","Male"
"1440",48014,"Edmonton Centre",106121,"Green Party of Canada","Parker","David",NA,"48","Alberta","Male"
"1441",48014,"Edmonton Centre",106121,"Rhinoceros Party","Stauffer","Steven",NA,"48","Alberta","Male"
"1442",48014,"Edmonton Centre",106121,"Independent","Yaki","Kat",NA,"48","Alberta","Female"
"1443",48015,"Edmonton Griesbach",107809,"Conservative Party of Canada","Diotte","Kerry",NA,"48","Alberta","Female"
"1444",48015,"Edmonton Griesbach",107809,"Liberal Party of Canada","Gold","Brian",NA,"48","Alberta","Male"
"1445",48015,"Edmonton Griesbach",107809,"Libertarian Party of Canada","Goncharenko","Maryna",NA,"48","Alberta","Female"
"1446",48015,"Edmonton Griesbach",107809,"New Democratic Party","Irwin","Janis",NA,"48","Alberta","Female"
"1447",48015,"Edmonton Griesbach",107809,"Marxist-Leninist Party of Canada","Joyce","Mary",NA,"48","Alberta","Female"
"1448",48015,"Edmonton Griesbach",107809,"Marijuana Party","Northcott","Linda",NA,"48","Alberta","Female"
"1449",48015,"Edmonton Griesbach",107809,"Rhinoceros Party","Thompson","Bun","Bun","48","Alberta","Male"
"1450",48015,"Edmonton Griesbach",107809,"Green Party of Canada","Workman","Heather",NA,"48","Alberta","Female"
"1451",48016,"Edmonton Manning",106262,"Conservative Party of Canada","Aboultaif","Ziad",NA,"48","Alberta","Male"
"1452",48016,"Edmonton Manning",106262,"Liberal Party of Canada","Aujla","Sukhdev",NA,"48","Alberta","Male"
"1453",48016,"Edmonton Manning",106262,"Independent","Deres","Mebreate",NA,"48","Alberta","Female"
"1454",48016,"Edmonton Manning",106262,"New Democratic Party","Paquette","Aaron",NA,"48","Alberta","Male"
"1455",48016,"Edmonton Manning",106262,"Marxist-Leninist Party of Canada","Vachon","André",NA,"48","Alberta","Male"
"1456",48016,"Edmonton Manning",106262,"Green Party of Canada","Vallee","Chris",NA,"48","Alberta","Male"
"1457",48017,"Edmonton Mill Woods",106103,"New Democratic Party","Deol","Jasvir",NA,"48","Alberta","Male"
"1458",48017,"Edmonton Mill Woods",106103,"Christian Heritage Party of Canada","Downing","Peter",NA,"48","Alberta","Male"
"1459",48017,"Edmonton Mill Woods",106103,"Green Party of Canada","McLean","Ralph",NA,"48","Alberta","Male"
"1460",48017,"Edmonton Mill Woods",106103,"Libertarian Party of Canada","Paley","Allen","K.W.","48","Alberta","Male"
"1461",48017,"Edmonton Mill Woods",106103,"Communist Party of Canada","Rankin","Naomi",NA,"48","Alberta","Female"
"1462",48017,"Edmonton Mill Woods",106103,"Liberal Party of Canada","Sohi","Amarjeet",NA,"48","Alberta","Male"
"1463",48017,"Edmonton Mill Woods",106103,"Independent","Stubbs","Colin",NA,"48","Alberta","Male"
"1464",48017,"Edmonton Mill Woods",106103,"Conservative Party of Canada","Uppal","Tim",NA,"48","Alberta","Male"
"1465",48018,"Edmonton Riverbend",106302,"Liberal Party of Canada","Chaudary","Tariq",NA,"48","Alberta","Male"
"1466",48018,"Edmonton Riverbend",106302,"New Democratic Party","Fleck","Brian",NA,"48","Alberta","Male"
"1467",48018,"Edmonton Riverbend",106302,"Conservative Party of Canada","Jeneroux","Matt",NA,"48","Alberta","Male"
"1468",48018,"Edmonton Riverbend",106302,"Green Party of Canada","Kennedy","Valerie",NA,"48","Alberta","Female"
"1469",48018,"Edmonton Riverbend",106302,"Libertarian Party of Canada","Lack","Steven",NA,"48","Alberta","Male"
"1470",48019,"Edmonton Strathcona",103183,"Green Party of Canada","Binnema","Jacob","K.","48","Alberta","Male"
"1471",48019,"Edmonton Strathcona",103183,"Pirate Party of Canada","Bromsgrove","Ryan",NA,"48","Alberta","Male"
"1472",48019,"Edmonton Strathcona",103183,"New Democratic Party","Duncan","Linda",NA,"48","Alberta","Female"
"1473",48019,"Edmonton Strathcona",103183,"Rhinoceros Party","Eckstrom","Donovan",NA,"48","Alberta","Male"
"1474",48019,"Edmonton Strathcona",103183,"Independent","Jones","Chris",NA,"48","Alberta","Male"
"1475",48019,"Edmonton Strathcona",103183,"Marxist-Leninist Party of Canada","MacDonald","Dougal",NA,"48","Alberta","Male"
"1476",48019,"Edmonton Strathcona",103183,"Liberal Party of Canada","Olszewski","Eleanor",NA,"48","Alberta","Female"
"1477",48019,"Edmonton Strathcona",103183,"Independent","Schurman","Andrew",NA,"48","Alberta","Male"
"1478",48019,"Edmonton Strathcona",103183,"Libertarian Party of Canada","Stinson","Malcolm",NA,"48","Alberta","Male"
"1479",48019,"Edmonton Strathcona",103183,"Conservative Party of Canada","Thom","Len",NA,"48","Alberta","Male"
"1480",48020,"Edmonton West",104422,"Green Party of Canada","Bryan","Pamela","Leslie","48","Alberta","Female"
"1481",48020,"Edmonton West",104422,"Libertarian Party of Canada","Dussault","Alexander",NA,"48","Alberta","Male"
"1482",48020,"Edmonton West",104422,"Liberal Party of Canada","Leibovici","Karen",NA,"48","Alberta","Female"
"1483",48020,"Edmonton West",104422,"New Democratic Party","MacKenzie","Heather",NA,"48","Alberta","Female"
"1484",48020,"Edmonton West",104422,"Conservative Party of Canada","McCauley","Kelly",NA,"48","Alberta","Female"
"1485",48020,"Edmonton West",104422,"Marxist-Leninist Party of Canada","Morton","Peggy",NA,"48","Alberta","Female"
"1486",48021,"Edmonton--Wetaskiwin",110644,"Liberal Party of Canada","Biollo","Jacqueline",NA,"48","Alberta","Female"
"1487",48021,"Edmonton--Wetaskiwin",110644,"New Democratic Party","Bitz","Fritz","K.","48","Alberta","Male"
"1488",48021,"Edmonton--Wetaskiwin",110644,"Green Party of Canada","Hut","Joy","Ann","48","Alberta","Female"
"1489",48021,"Edmonton--Wetaskiwin",110644,"Conservative Party of Canada","Lake","Mike",NA,"48","Alberta","Male"
"1490",48021,"Edmonton--Wetaskiwin",110644,"Libertarian Party of Canada","Whitlock","Brayden",NA,"48","Alberta","Male"
"1491",48022,"Foothills",105515,"Conservative Party of Canada","Barlow","John",NA,"48","Alberta","Male"
"1492",48022,"Foothills",105515,"Liberal Party of Canada","MacPherson","Tanya",NA,"48","Alberta","Female"
"1493",48022,"Foothills",105515,"Libertarian Party of Canada","Morgan","Cory",NA,"48","Alberta","Male"
"1494",48022,"Foothills",105515,"Christian Heritage Party of Canada","Slingerland","Marc",NA,"48","Alberta","Male"
